"sosid","name","gov","np","fp","nf","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"SOS175","BIOTRACER",FALSE,FALSE,FALSE,TRUE,"current",NA,2014-12-31,TRUE,"no","yes","yes","blank"
"SOS176","Sistema de Vigilancia en Salud Publica (SIVIGILA) (Public Health Surveillance System)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2009-12-31,FALSE,"yes","yes","yes","blank"
"SOS177","Mekong Collaboration Program (MCP)",FALSE,TRUE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS178","Alberta Veterinary Surveillance Network",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2009-12-31,FALSE,"no","yes","no","blank"
"SOS179","Alberta Insect Pest Surveillance Network",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS180","Canadian West Nile Virus Surveillance Information",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS181","Canada Database of Animal Parasites (CDAP)",TRUE,FALSE,FALSE,FALSE,"nf",1997-12-31,NA,FALSE,"no","yes","no","blank"
"SOS182","Canadian Animal Health Surveillance Network (CAHSN)",TRUE,FALSE,FALSE,FALSE,"current",1991-12-31,2014-12-31,TRUE,"no","yes","no","blank"
"SOS183","Canadian Wildlife Health Cooperative (CWHC)",FALSE,TRUE,FALSE,FALSE,"current",1991-12-31,2014-12-31,TRUE,"no","yes","no","blank"
"SOS184","International Circumpolar Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",1997-12-31,2010-12-31,FALSE,"yes","no","no","blank"
"SOS185","CanTravNet",TRUE,TRUE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS186","Canadian Sexually Transmitted Infections Surveillance Report",TRUE,FALSE,FALSE,FALSE,"terminated",1996-12-31,2010-12-31,FALSE,"yes","no","no","blank"
"SOS187","Canada Tuberculosis Prevention and Control Surveillance Reports",TRUE,FALSE,FALSE,FALSE,"terminated",2012-12-31,2012-12-31,FALSE,"yes","no","no","blank"
"SOS188","GeoChat",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","blank"
"SOS189","Riff: A Social Network and Collaborative Platform for Public Health Disease Surveillance",FALSE,TRUE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS190","PREDICT",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS191","Global Animal Information System (GAINS)",FALSE,TRUE,TRUE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"no","yes","no","blank"
"SOS192","Mobile Health Information System Project",FALSE,TRUE,FALSE,FALSE,"terminated",2010-12-31,2012-12-31,FALSE,"yes","no","no","blank"
"SOS193","Federal Public Service Health",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","yes","yes","blank"
"SOS194","Animal Movement Project (ANIMO)",TRUE,FALSE,FALSE,FALSE,"current",1990-12-31,2014-12-31,TRUE,"no","yes","no","blank"
"SOS195","Animal Disease Notification System (ADNS)",TRUE,FALSE,FALSE,FALSE,"current",1981-12-31,2014-12-31,TRUE,"no","yes","no","blank"
"SOS196","Rapid Alert System for Food and Feed (RASFF)",TRUE,FALSE,FALSE,FALSE,"current",1978-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS197","Integrated Consortium of Laboratory Networks (ICLN)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2011-12-31,FALSE,"yes","yes","yes","blank"
"SOS198","Laboratory Response Network (LRN)",TRUE,FALSE,FALSE,FALSE,"current",1999-08-01,2014-12-31,TRUE,"yes","yes","yes","blank"
"SOS199","Influenza Research Database Animal Surveillance Database",FALSE,TRUE,TRUE,FALSE,"current",2015-05-14,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS200","Public Health Real-time Emergency Department Syndromic Surveillance (PHREDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2002-12-31,2009-12-31,FALSE,"yes","yes","yes","blank"
"SOS201","Animal Disease Knowledge Repository",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"no","yes","no","blank"
"SOS202","Arbovirus and Malaria Surveillance (Australia)",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2013-12-31,FALSE,"yes","yes","yes","blank"
"SOS203","National Bee Pest Surveillance",FALSE,TRUE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"no","yes","no","blank"
"SOS204","Biosecurity Surveillance, Incident, Response and Tracing (BioSIRT)",TRUE,FALSE,FALSE,FALSE,"nf",2007-12-31,NA,FALSE,"yes","yes","yes","blank"
"SOS205","Aquatic Disease Knowledge Repository (Neptune)",TRUE,FALSE,FALSE,FALSE,"absorbed",2010-12-31,2012-12-31,FALSE,"no","yes","no","blank"
"SOS206","National Animal Health Information System",FALSE,TRUE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS207","Armed Forces Health Surveillance Center",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","yes","yes","blank"
"SOS208","Bd Maps",FALSE,TRUE,FALSE,FALSE,"terminated",2007-12-31,2011-12-31,FALSE,"no","yes","no","blank"
"SOS209","Sistema Nacional de Vigilancia de la Salud (SNVS) (National Health Surveillance System)",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS210","Regional Animal Disease Surveillance and Control Network (RADISCON)",TRUE,FALSE,FALSE,FALSE,"terminated",1995-12-31,1999-12-31,FALSE,"no","yes","no","blank"
"SOS211","Integrated Disease Surveillance and Response (IDSR)",TRUE,FALSE,FALSE,FALSE,"terminated",1997-12-31,2009-12-31,FALSE,"yes","no","no","blank"
"SOS212","Global Avian Influenza Network for Surveillance (GAINS)",FALSE,TRUE,FALSE,FALSE,"terminated",2005-12-31,NA,FALSE,"no","yes","no","blank"
"SOS213","(Electronic Surveillance System for the Early Notification of Community-Based Epidemics) ESSENCE II",TRUE,TRUE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS214","Global Infectious Diseases Epidemiology Network (GIDEON)",FALSE,FALSE,TRUE,FALSE,"current",1991-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS215","ENHanCEd Infectious Diseases (EID2) Database",TRUE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","yes","yes","blank"
"SOS216","HealthMap",FALSE,TRUE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS217","ProMed-mail",FALSE,TRUE,FALSE,FALSE,"current",1993-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS218","Emerging Infections Newtork (IDSA EIN)",FALSE,TRUE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","yes","nf","blank"
"SOS219","Disease BioPortal",TRUE,FALSE,FALSE,FALSE,"current",2006-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS220","Electronic Surveillance System for Early Notification (Essence)",TRUE,TRUE,FALSE,FALSE,"absorbed",1998-12-31,2003-12-31,FALSE,"yes","yes","no","blank"
"SOS221","Canary Database",FALSE,TRUE,FALSE,FALSE,"terminated",1999-12-31,2011-12-31,FALSE,"no","yes","no","blank"
"SOS222","Mekong Basin Disease Surveillance Network (MBDS)",TRUE,FALSE,FALSE,FALSE,"terminated",2006-12-31,2012-12-31,FALSE,"yes","yes","nf","blank"
"SOS223","Global Salm-Surv (GSS)",TRUE,FALSE,FALSE,FALSE,"absorbed",2005-12-31,2008-12-31,FALSE,"yes","yes","yes","blank"
"SOS224","Global Foodborne Infections Network (GFN)",FALSE,FALSE,FALSE,TRUE,"current",2008-12-31,2014-12-31,TRUE,"yes","yes","yes","blank"
"SOS225","Lifemapper",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"no","yes","no","blank"
"SOS226","Suite for Automated Global Electronic bioSurveillance (SAGES)",TRUE,TRUE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS227","Genomic Metadata for Infectious Agents (GEMINA)",FALSE,TRUE,FALSE,FALSE,"terminated",2004-12-31,2008-12-31,FALSE,"yes","yes","yes","blank"
"SOS228","Global Pest and Disease Database",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"no","no","yes","blank"
"SOS229","RSOE Emergency and Disaster Information Service",FALSE,TRUE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS230","MediSys (Medical Information System)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","yes","yes","blank"
"SOS231","Pattern-based Understanding and Learning System (PULS) within MediSys",FALSE,TRUE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","yes","yes","blank"
"SOS232","Global Public Health Intelligence Network (GPHIN)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2006-12-31,FALSE,"yes","yes","yes","blank"
"SOS233","BioCaster Global Health Monitor",FALSE,TRUE,FALSE,FALSE,"terminated",2005-12-31,2011-12-31,FALSE,"yes","yes","no","blank"
"SOS234","Emergency Prevention System for Transboundary Animal Diseases (EMPRES)",TRUE,FALSE,FALSE,FALSE,"current",1993-12-31,2014-12-31,TRUE,"no","yes","no","blank"
"SOS235","Map of Life",FALSE,TRUE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"no","yes","yes","blank"
"SOS236","Global Early Warning System for Major Animal Diseases (GLEWS)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2014-12-31,FALSE,"yes","yes","no","blank"
"SOS237","EpiSPIDER (Semantic Processing and Integration of Distributed Electronic Resources for Epidemiology)",FALSE,FALSE,TRUE,FALSE,"nf",2005-12-31,NA,FALSE,"yes","yes","yes","blank"
"SOS238","Vector-Borne Disease Airline Importation Risk Tool (VBD-AIR)",FALSE,TRUE,FALSE,FALSE,"terminated",2008-12-31,2012-12-31,FALSE,"yes","yes","no","blank"
"SOS239","EMPRES Global Animal Disease Information System (EMPRES-i)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"no","yes","no","blank"
"SOS240","National Travel Health Network and Centre (NATHNC)",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS241","Defense Global Emerging Infections System (DoD-GEIS)",TRUE,FALSE,FALSE,FALSE,"terminated",1996-12-31,2009-12-31,FALSE,"yes","yes","no","blank"
"SOS242","Global Outbreak and Alert Response Network (GOARN)",TRUE,FALSE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"yes","yes","no","blank"
"SOS243","World Animal Health Information Database (WAHID)",TRUE,FALSE,FALSE,FALSE,"terminated",1995-12-31,2003-12-31,FALSE,"yes","yes","no","blank"
"SOS244","Communicable Disease Surveillance System (CoSurv)",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2006-12-31,FALSE,"yes","no","no","nf"
"SOS245","Information Bureau for Infectious Disease (IBID)",TRUE,FALSE,FALSE,FALSE,"nf",2012-12-31,NA,FALSE,"yes","no","no","nf"
"SOS246","Ministerio del Poder Popular para la Salud, Venezuela",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS247","Emergint Data Collection and Transformation System (DCTS)",FALSE,FALSE,TRUE,FALSE,"absorbed",2003-12-31,2011-12-31,FALSE,"yes","no","no","nf"
"SOS248","Guillan-Barré Syndrome (GBS) Surveillance project",TRUE,FALSE,FALSE,FALSE,"terminated",2008-12-31,2010-12-31,FALSE,"yes","no","no","nf"
"SOS249","California Rare Diseases Surveillance Program (CRDS)",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS250","Community Acquired Pneumonia Surveillance (CAP)",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","nf"
"SOS251","Communicable Disease Reporting and Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS252","Arctic Investigations Program",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","nf","nf","nf"
"SOS253","Lightweight Epidemiology Advanced Detection and Emergency Response System (LEADERS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1998-12-31,2000-12-31,FALSE,"nf","nf","nf","nf"
"SOS254","Virginia Department of Health",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS255","Nevada Public Health Preparedness (PHP)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2005-12-31,FALSE,"yes","no","no","nf"
"SOS256","Oregon Acute and Communicable Disease Prevention Section",TRUE,FALSE,FALSE,FALSE,"terminated",2002-12-31,2012-12-31,FALSE,"yes","no","no","nf"
"SOS257","South Carolina Acute Disease Epidemiology",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS258","Joint Warning Network (JWARN)",TRUE,FALSE,TRUE,FALSE,"current",1996-12-31,2014-12-31,TRUE,"no","no","no","nf"
"SOS259","Foodborne Disease Outbreak Investigation System (FDOIS)",TRUE,FALSE,FALSE,FALSE,"nf",2009-12-31,NA,FALSE,"yes","no","yes","nf"
"SOS260","North Carolina Electronic Disease Surveillance System (NC EDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2010-12-31,2012-12-31,FALSE,"yes","no","no","nf"
"SOS261","Congenital Syphilis: UK Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2013-12-31,FALSE,"yes","no","no","nf"
"SOS262","Welsh Assembly Health Page",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2013-12-31,FALSE,"nf","nf","nf","nf"
"SOS263","Weekly Epidemiological Bulletin, Ministry of Health, Uganda",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS264","T. C. Saglik Bakanligi/Ministry of Health Health Journal of EU and Foreign Affairs",TRUE,FALSE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS265","Thailand Bureau of Epidemiology",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,"yes","no","no","nf"
"SOS266","Malaria Case Notification (MCN)",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS267","Syrian Arab Republic Weekly Bulletin",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS268","EWARS Weekly Bulletin, Syrian Ministry of Health",TRUE,FALSE,FALSE,FALSE,"terminated",2011-12-31,2013-12-31,FALSE,"yes","no","no","nf"
"SOS269","Smittskyddsinstitutet/ Swedish Institute for Infectious Disease Control",TRUE,FALSE,FALSE,FALSE,"absorbed",NA,2013-12-31,FALSE,"nf","nf","nf","nf"
"SOS270","Folkhälsomyndigheten - Public Health Agency of Sweden",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS271","Sistema de Vigilancia de la Gripe en España (SVGE)",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS272","Ministerio de Sanidad y Consumo/Ministry of Health and the Consumer",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS273","National Institute for Communicable Diseases",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","nf"
"SOS274","Healthcare Associated Infection Prevalence Study",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","nf"
"SOS275","Meningococcal Invasive Disease Augmented Surveillance (MIDAS)",TRUE,FALSE,FALSE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS276","Enhanced Surveillance of Legionella Infection in Scotland",TRUE,FALSE,FALSE,FALSE,"terminated",1993-12-31,2011-12-31,FALSE,"yes","no","no","nf"
"SOS277","Unlinked anonymous HIV testing of dried blood samples from newborn infants (the Guthrie study)",TRUE,FALSE,FALSE,FALSE,"terminated",1989-12-31,2008-12-31,FALSE,"yes","no","no","nf"
"SOS278","Unlinked anonymous HIV testing of syphilis serology specimens from genitourinary medicine clinic attenders",TRUE,FALSE,FALSE,FALSE,"terminated",1990-12-31,2007-12-31,FALSE,"yes","no","no","nf"
"SOS279","Outbreaks of Infectious Intestinal Disease in Scotland",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2007-12-31,FALSE,"yes","no","no","nf"
"SOS280","Listeria Surveillance in Scotland",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS281","Poland National Institute of Public Health (NIPH-NIH)",TRUE,FALSE,FALSE,FALSE,"terminated",1917-12-31,2008-12-31,FALSE,"yes","no","no","nf"
"SOS282","Department of Health, Philippines",TRUE,FALSE,FALSE,FALSE,"current",1992-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS283","Boletín Epidemiológico, Paraguay",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS284","Nasjonalt folkehelseinstitutt/National Public Health Institute",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","nf","nf","nf"
"SOS285","Ministerio de Salud, Nicaragua",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","nf"
"SOS286","Public Health Surveillance, Information for New Zealand Public Health Action Surveillance Reports",TRUE,FALSE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS287","Monthly Surveillance Report, New Zealand",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS288","Real Time Bio-Surveillance Programme Pilot",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","nf"
"SOS289","Real-time Outbreak and Disease Surveillance Software",FALSE,TRUE,FALSE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS290","La Ministère de la Santé, Maroc",TRUE,FALSE,FALSE,FALSE,NA,1993-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS291","Department of Epidemiology, Mexico (DGE)",TRUE,FALSE,FALSE,FALSE,"current",1983-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS292","Directorate of Health, Iceland",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS293","Le Ministère de la Santé Publique et de la Population Cholera Report",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS294","RES-ONERBA",FALSE,FALSE,FALSE,TRUE,"current",1996-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS295","UMR S 707 (“Epidemiology, Information Systems, Modeling” project)",TRUE,FALSE,FALSE,FALSE,"nf",2004-12-31,NA,FALSE,"yes","nf","nf","nf"
"SOS296","Infectious Disease Registry, Finland",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS297","Healthcare-Associated Infections Surveillance Network (HAI-Net)",TRUE,FALSE,FALSE,FALSE,"terminated",2007-12-31,2011-12-31,FALSE,"yes","no","no","nf"
"SOS298","RAS BICHAT",TRUE,FALSE,FALSE,FALSE,"nf",2001-12-31,NA,FALSE,"no","no","no","nf"
"SOS299","European Legionnaires Disease Surveillance Network (EDLSNet)",TRUE,FALSE,FALSE,FALSE,"current",1985-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS300","European Working Group for Legionella Infections Network(EWGLINet)",TRUE,FALSE,FALSE,FALSE,"terminated",1985-12-31,2011-12-31,FALSE,"yes","nf","nf","nf"
"SOS301","British Paediatric Surveillance Unit",TRUE,FALSE,FALSE,FALSE,"current",1996-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS302","Pacific Public Health Surveillance Network (PPHSN)",TRUE,FALSE,FALSE,FALSE,"current",1995-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS303","China Center for Disease Control and Prevention",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","nf","nf","nf"
"SOS304","Canadian Paediatric Surveillance Program (CPSP)",FALSE,TRUE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS305","Disease Surveillance On-Line Canada",TRUE,FALSE,FALSE,FALSE,"terminated",1990-12-31,2011-12-31,FALSE,"yes","no","no","nf"
"SOS306","African Cholera Surveillance Network (Africhol)",FALSE,TRUE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS307","East African Integrated Disease Surveillance Network (EAIDSNet) (Phase II)",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS308","Prince Leopold Institute of Tropical Medicine Tuberculosis Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2010-12-31,FALSE,"yes","no","no","nf"
"SOS309","Institutional Disease Surveillance (IDS)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","nf"
"SOS310","Sentinel Surveillance (SS)",TRUE,FALSE,FALSE,FALSE,"nf",1994-12-31,NA,FALSE,"yes","no","no","nf"
"SOS311","Acute Meningo-Encephalitis Surveillance (AMES)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS312","Priority Communicable Diseases Surveillance (PCDS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","nf"
"SOS313","Basic Surveillance Network (BSN)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,NA,FALSE,"yes","no","no","nf"
"SOS314","European Legionnaires’ Disease Surveillance Network (ELDSnet) (formerly European Surveillance Scheme for Travel Associated Legionnaires’ Disease)",TRUE,FALSE,FALSE,FALSE,"current",1985-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS315","Human Diseases Incidents Repository (APICS)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","nf"
"SOS316","Strengthening Influenza Sentinel Surveillance in Africa (SISA)",TRUE,FALSE,FALSE,FALSE,"terminated",2008-12-31,2010-12-31,FALSE,"yes","no","no","nf"
"SOS317","Centralized Information System for Infectious Diseases (CISID)",TRUE,FALSE,FALSE,FALSE,"current",1993-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS318","World Influenza Center",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"nf","nf","nf","nf"
"SOS319","Disease Early Warning System (DEWS)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS320","GeoSentinel Surveillance Network",TRUE,TRUE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS321","GP Sentinel Surveillance of Infections Scheme (Wales)",TRUE,FALSE,FALSE,FALSE,"current",1984-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS322","Clostridium difficile surveillance in Wales",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS323","Blood stream (bacteraemia) infection surveillance in Wales",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS324","Enhanced Influenza Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS325","Early Warning Infectious Disease Surveillance (EWIDS)",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS326","Enhanced Perinatal HIV/AIDS Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS327","Ohio STD Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS328","Core HIV/AIDS Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS329","Clostridium difficile infection (CDI) surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS330","California Creutzfeld-Jakob Disease (CJD) Surveillance Project",TRUE,FALSE,FALSE,FALSE,"current",2006-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS331","HIV Incidence Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS332","HPV-Impact",TRUE,FALSE,FALSE,FALSE,"current",2006-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS333","FluSurv-NET",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS334","Sentinel Surveillance for Unexplained Diarrhea Study (SSUDS)",FALSE,TRUE,FALSE,FALSE,"terminated",2001-12-31,2003-12-31,FALSE,"yes","no","no","no"
"SOS335","CaliciNet",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS336","Emerging Infections Program (EIP) Clostridium difficile infection (CDI) surveillance (Connecticut)",FALSE,TRUE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS337","National Malaria Surveillance System (NMSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1944-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS338","Cholera and Other Vibrio Illness Surveillance System (COVIS)",TRUE,FALSE,FALSE,FALSE,"terminated",1987-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS339","Electronic Disease Notification System (EDN)",TRUE,FALSE,FALSE,FALSE,"terminated",2007-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS340","Active Bacterial Core (ABC)",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS341","Tennessee National Biosurveillance System (TN NBS)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS342","Neurologic Surveillance and Testing (NST)",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS343","National Respiratory and Enteric Virus Surveillance System (NREVSS)",TRUE,FALSE,FALSE,FALSE,"current",2006-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS344","BioWatch",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"no","no","no","no"
"SOS345","Intensive Care Antimicrobial Resistance Epidemiology (ICARE)",TRUE,TRUE,FALSE,FALSE,"terminated",1994-12-31,2007-12-31,FALSE,"yes","no","no","no"
"SOS346","Cyclospora Sentinel Surveillance Network (CSSN)",TRUE,FALSE,FALSE,FALSE,"nf",1996-12-31,NA,FALSE,"yes","no","no","no"
