"sosid","name","gov","neia","np","fp","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"sos175","Disease Surveillance On-Line Canada",TRUE,FALSE,FALSE,FALSE,"terminated",1991-01-01,2012-01-01,FALSE,"yes","no","no","neia"
"sos176","Healthcare Associated infection Prevalence Study",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos177","Healthcare-Associated infections Surveillance Network (HAI-Net)",TRUE,FALSE,FALSE,FALSE,"terminated",2008-01-01,2012-01-01,FALSE,"yes","no","no","neia"
"sos178","Intensive Care Unit (ICU) Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2013-01-01,FALSE,"yes","no","no","yes"
"sos179","PREventie van ZIEkenhuisiNEIAecties door Surveillance (PREZIES)",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos180","Surveillance programme for outbreaks of healthcare associated infection",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","no"
"sos181","HAVNET",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos182","Viral Hepatitis Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",1996-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos183","Enhanced surveillance of bloodborne virus infection in drug users in Wales",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos184","NHSBT/PHE surveillance programme",TRUE,FALSE,FALSE,FALSE,"terminated",2011-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos185","European Network for Hepatitis B and C Surveillance",TRUE,FALSE,FALSE,FALSE,"absorbed",2006-01-01,2011-01-01,FALSE,"yes","no","no","no"
"sos186","Surveillance of Newly Acquired Hepatitis C (SNAHC) pilot",TRUE,FALSE,FALSE,FALSE,"terminated",2008-01-01,2011-01-01,FALSE,"yes","no","no","no"
"sos187","International Circumpolar Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",1998-01-01,2011-01-01,FALSE,"yes","no","no","blank"
"sos188","Arctic Investigations Program",TRUE,FALSE,FALSE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","neia","neia","neia"
"sos189","Health Surveillance information System (HealthSIS)",FALSE,FALSE,FALSE,TRUE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos190","Hepatitis C Diagnoses Database",TRUE,FALSE,FALSE,FALSE,"current",1991-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos191","Australian HIV Surveillance Report",FALSE,FALSE,TRUE,FALSE,"terminated",2012-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos192","European Network for HIV/AIDS Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos193","HIV Drug Resistance Database",FALSE,FALSE,TRUE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos194","HIV Incidence Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos195","Molecular HIV Surveillance (MHS)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos196","Recent infection Testing Algorithm (RITA)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos197","Aboriginal Surveillance Reports",FALSE,FALSE,TRUE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos198","Annual Surveillance Reports- Kirby Institute",FALSE,FALSE,TRUE,FALSE,"current",1997-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos199","Bureau of HIV/AIDS Epidemiology New York State",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","blank"
"sos200","Canadian Perinatal HIV Surveillance Program (CPHSP)",TRUE,FALSE,FALSE,FALSE,"current",1979-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos201","CD4 and Viral Load Surveillance System",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","no"
"sos202","CD4 Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos203","Core HIV/AIDS Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos204","Enhanced Perinatal HIV/AIDS Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2006-01-01,2011-01-01,FALSE,"yes","no","no","no"
"sos205","European Centre for the Epidemiological Monitoring of AIDS (EuroHIV)",TRUE,FALSE,FALSE,FALSE,"absorbed",1984-01-01,2007-01-01,FALSE,"yes","no","no","no"
"sos206","HIV and AIDS New Diagnoses Database (HANDD)",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2015-01-01,FALSE,"yes","no","no","no"
"sos207","HIV and AIDS Reporting System (HARS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1981-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos208","HIV/AIDs Surveillance in Canada: Tracks Enhanced System",TRUE,FALSE,FALSE,FALSE,"terminated",2012-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos209","National HIV Behavioral Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos210","National HIV Surveillance System (NHSS)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos211","National HIV/AIDs Surveillance in Canada",TRUE,FALSE,FALSE,FALSE,"terminated",1979-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos212","New diagnosis of HIV and AIDS",TRUE,FALSE,FALSE,FALSE,"current",1980-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos213","Rwanda TRACnet",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos214","Surveillance of attributable HIV antibody tests in Scotland (HIV Denominator Study)",TRUE,FALSE,FALSE,FALSE,"terminated",1988-01-01,2009-01-01,FALSE,"yes","no","no","no"
"sos215","Survey of Prevalent HIV infections Diagnosed (SOPHID)",TRUE,FALSE,FALSE,FALSE,"terminated",1995-01-01,2014-01-01,FALSE,"yes","no","no","no"
"sos216","Unlinked anonymous HIV testing of dried blood samples from newborn iNEIAants (the Guthrie study)",TRUE,FALSE,FALSE,FALSE,"terminated",1990-01-01,2009-01-01,FALSE,"yes","no","no","neia"
"sos217","Unlinked anonymous HIV testing of syphilis serology specimens from genitourinary medicine clinic attenders",TRUE,FALSE,FALSE,FALSE,"terminated",1991-01-01,2008-01-01,FALSE,"yes","no","no","neia"
"sos218","Peru Ministerio de Salud La Direcci„n General de EpidemiologÍa",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos219","Australian NSP Survey Data Reports",FALSE,FALSE,TRUE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos220","Centralized information System for infectious Diseases (CISID)",TRUE,FALSE,FALSE,FALSE,"current",1994-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos221","CDC Wide-Ranging Online Data for Epidemiologic Research (CDC WONDER)",TRUE,FALSE,FALSE,FALSE,"current",1988-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos222","HPV-Impact",TRUE,FALSE,FALSE,FALSE,"current",2007-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos223","The National Prion Disease Pathology Surveillance Center",FALSE,FALSE,TRUE,FALSE,"current",1997-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos224","National Sentinel Surveillance Network for infectious Diseases in Nursing Homes (SNIV)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos225","Surveillance in Hurricane Evacuation Centers",TRUE,FALSE,FALSE,FALSE,"terminated",2005-09-08,2005-10-26,FALSE,"yes","no","no","yes"
"sos226","Strengthening influenza Sentinel Surveillance in Africa (SISA)",TRUE,FALSE,FALSE,FALSE,"terminated",2009-01-01,2011-01-01,FALSE,"yes","no","no","neia"
"sos227","Victorian Health information Surveillance System (VHISS)",TRUE,FALSE,FALSE,FALSE,"terminated",2008-01-01,2008-01-01,FALSE,"yes","no","no","yes"
"sos228","Electronic Foodborne and Non-foodborne Gastrointenstinal Outbreak Surveillance System (eFOSS)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos229","Outbreaks of infectious Intestinal Disease in Scotland",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2008-01-01,FALSE,"yes","no","no","neia"
"sos230","Overseas Outbreaks of infectious Intestinal Disease",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos231","National Enhanced Surveillance of infectious Syphilis Scotland (NESISS)",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos232","California Department of Public Health (CDPH) influenza Surveillance Program (CISP)",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos233","Centers of Excellence for influenza Research and Surveillance (CEIRS)",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos234","Community Network of Reference Laboratories for Human influenza in Europe (CNL) ----SEE---- European influenza Surveillance Network (EISN)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-05-01,2008-09-01,FALSE,"no","no","no","no"
"sos235","DiSTRIBuTE Project",TRUE,FALSE,TRUE,FALSE,"terminated",2006-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos236","Distributed Surveillance Taskforce for Real-time influenza Burden Tracking (DiSTRIBuTE)",FALSE,FALSE,TRUE,FALSE,"terminated",2006-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos237","Enhanced influenza Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2011-01-01,FALSE,"yes","no","no","no"
"sos238","ENS-CARE influenza Early Warning Scheme",TRUE,FALSE,FALSE,FALSE,"terminated",1992-01-01,1995-01-01,FALSE,"yes","no","no","yes"
"sos239","European influenza Surveillance Scheme (EISS) BECAME European influenza Surveillance Network (EISN)",TRUE,FALSE,FALSE,FALSE,"current",1996-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos240","European Reference Laboratory Network for Human influenza (ERLI-Net)",TRUE,FALSE,FALSE,FALSE,"terminated",2008-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos241","Eurosentinel Scheme",TRUE,FALSE,FALSE,FALSE,"terminated",1987-01-01,1991-01-01,FALSE,"yes","no","no","no"
"sos242","Flu Express",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos243","FluNet",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos244","FluSurv-NET",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2011-01-01,FALSE,"yes","no","no","no"
"sos245","FluTracking",FALSE,FALSE,TRUE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos246","FluView",TRUE,FALSE,FALSE,FALSE,"current",1997-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos247","FluWatch",TRUE,FALSE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos248","Global influenza Surveillance and Response System (GISRS)",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos249","Google Flu Trends",FALSE,FALSE,FALSE,TRUE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos250","GP Influenza sentinel surveillance system",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,2011-01-01,FALSE,"yes","no","no","yes"
"sos251","GP sentinel surveillance system (New Zealand)",TRUE,FALSE,FALSE,TRUE,"current",1991-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos252","Griepsurveillance",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos253","Hawaii Airport Surveillance Program",TRUE,FALSE,FALSE,FALSE,"neia",2005-01-01,NA,FALSE,"yes","no","no","yes"
"sos254","Hawaii influenza Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos255","Influenza Research Database- Animal Surveillance Database",FALSE,FALSE,TRUE,TRUE,"current",2015-05-14,2015-01-01,TRUE,"yes","yes","no","blank"
"sos256","Influenza Surveillance in Northern Ireland",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos257","Influenzanet",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos258","Korea Centers for Disease Control & Prevention influenza Surveillance Scheme (KISS)",TRUE,FALSE,FALSE,FALSE,"current",1997-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos259","Mandatory ICU Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos260","National influenza Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos261","Network of Regional Groups for influenza Surveillance (Groupes rŽgionaux dÕobservation de la Grippe, GROGs)",TRUE,FALSE,FALSE,FALSE,"current",1984-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos262","Northern Ireland: GP flu sentinel surveillance scheme",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos263","PHE VRD/RCGP scheme",TRUE,FALSE,FALSE,FALSE,"current",2007-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos264","Q Surveillance National Syndromic Surveillance System (HPA/Q)",TRUE,FALSE,FALSE,FALSE,"absorbed",2004-01-01,2013-01-01,FALSE,"yes","no","no","yes"
"sos265","Scottish Enhanced Respiratory Virus infection Surveillance (SERVIS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1998-01-01,2009-01-01,FALSE,"yes","no","no","no"
"sos266","Sistema de Vigilancia de la Gripe en Espa’±a (SVGE)",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos267","South African Viral Watch influenza Sentinel Surveillance Programme",TRUE,FALSE,FALSE,FALSE,"terminated",1984-01-01,2007-01-01,FALSE,"yes","no","no","yes"
"sos268","Syndromic Surveillance of Flu on Twitter using Temporal Topic Models",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos269","Thai National influenza Center: influenza Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos270","UK Severe influenza Surveillance System (USISS)",TRUE,FALSE,FALSE,FALSE,"terminated",2011-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos271","Active Bacterial Core Surveillance (ABC)",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos272","Iowa Electronic Health Markets (IEhM)",FALSE,FALSE,TRUE,FALSE,"terminated",2007-01-01,2009-01-01,FALSE,"yes","no","no","blank"
"sos273","National Retail Data Monitor (NRDM)",FALSE,FALSE,TRUE,FALSE,"terminated",2002-01-01,2007-01-01,FALSE,"yes","no","no","yes"
"sos274","National Institute of infectious Diseases",FALSE,FALSE,TRUE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos275","Australian Sentinel Practice Research Network (ASPREN)",FALSE,FALSE,TRUE,FALSE,"terminated",1991-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos276","UMR S 707 -Epidemiology, information Systems, Modeling",TRUE,FALSE,FALSE,FALSE,"neia",2005-01-01,NA,FALSE,"yes","neia","neia","neia"
"sos277","Surveillance Netwerk Nederland, SuNN",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos278","VIDRL influenza Surveillance",FALSE,FALSE,TRUE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos279","Montana Department of Public Health and Human Services (MT DPHHS)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos280","Virological Surveillance",TRUE,FALSE,FALSE,TRUE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos281","Respiratory Virus Detection Surveillance System Canada",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos282","European Vigilance Network for the Management of Antiviral Drug Resistance (VIRGIL)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos283","Oregon Acute and Communicable Disease Prevention Section",TRUE,FALSE,FALSE,FALSE,"terminated",2003-01-01,2013-01-01,FALSE,"yes","no","no","neia"
"sos284","European Union Invasive Bacterial Surveillence Database (IBID)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-01-01,2007-01-01,FALSE,"yes","no","no","no"
"sos285","Enhanced National Invasive Pneumococcal Disease Surveillance System Pilot",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos286","Scottish Pneumococcal Invasive Disease Enhanced Reporting (SPIDER)",TRUE,FALSE,FALSE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos287","Acute Meningo-Encephalitis Surveillance (AMES)",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos288","The Foodborne Diseases Active Surveillance Network (FoodNet)",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos289","Division of Global Migration and Quarantine (DGMQ)",TRUE,FALSE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos290","European Legionnaires Disease Surveillance Network (EDLSNet)",TRUE,FALSE,FALSE,FALSE,"current",1986-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos291","European Legionnaires Disease Surveillance Network (ELDSnet) (formerly European Surveillance Scheme for Travel Associated Legionnaires Disease)",TRUE,FALSE,FALSE,FALSE,"current",1986-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos292","European Working Group for Legionella infections Network (EWGLINet)",TRUE,FALSE,FALSE,FALSE,"terminated",1986-01-01,2012-01-01,FALSE,"yes","neia","neia","neia"
"sos293","Enhanced Surveillance of Legionella infection in Scotland",TRUE,FALSE,FALSE,FALSE,"terminated",1994-01-01,2012-01-01,FALSE,"yes","no","no","neia"
"sos294","Listeria Surveillance in Scotland",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos295","Listeria laboratory reporting in Scotland",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos296","Beetle Busters",TRUE,FALSE,FALSE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos297","Maine Tracking Network",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos298","TickNET",FALSE,FALSE,TRUE,FALSE,"terminated",2007-01-01,2012-01-01,FALSE,"yes","yes","no","blank"
"sos299","Chinese information System for Disease Control and Prevention (CISDP)",FALSE,FALSE,TRUE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos300","DHIS2",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","blank"
"sos301","Malaria Case Notification (MCN)",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos302","Malaria Early Epidemic Detection System (MEEDS)",TRUE,FALSE,FALSE,FALSE,"absorbed",2008-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos303","Malaria Early Warning System (MEWS)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos304","Malaria information System (MIS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos305","Malaria Surveillance Database System (MSDS)",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos306","National Malaria Control Programmes",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","neia","neia","blank"
"sos307","National Malaria Surveillance System (NMSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1945-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos308","Search Queries for Malaria Surveillance",FALSE,TRUE,FALSE,FALSE,"terminated",2005-01-01,2009-01-01,FALSE,"yes","no","no","yes"
"sos309","Spatial Decision Support System (SDSS) -
Vanuatu and the Solomon Islands",TRUE,FALSE,FALSE,FALSE,"neia",2008-01-01,NA,FALSE,"yes","no","no","yes"
"sos310","International Disease Surveillance Programme (IDSP)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos311","Public Health Laboratory information System (PHLIS)",TRUE,FALSE,FALSE,FALSE,"terminated",1988-01-01,1994-01-01,FALSE,"yes","yes","neia","blank"
"sos312","Sentinel Surveillance (SS)",TRUE,FALSE,FALSE,FALSE,"neia",1995-01-01,NA,FALSE,"yes","no","no","neia"
"sos313","Priority Communicable Diseases Surveillance (PCDS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","neia"
"sos314","Immediate Disease Notification System (IDNS)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos315","New Zealand Marine Biosecurity Porthole",TRUE,FALSE,FALSE,FALSE,"terminated",2011-01-01,2011-01-01,FALSE,"no","yes","no","blank"
"sos316","Suspected Measels Case-based Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2012-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos317","Case-Based Measles Surveillance in Pune",TRUE,FALSE,FALSE,FALSE,"terminated",2009-01-01,2011-01-01,FALSE,"yes","no","no","yes"
"sos318","Measles Nucleotide Surveillance (MeaNS)",TRUE,FALSE,FALSE,FALSE,"current",1977-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos319","VIDRL Measles Surveillance",FALSE,FALSE,TRUE,FALSE,"absorbed",2006-01-01,2014-01-01,FALSE,"yes","no","no","no"
"sos320","Sentiweb",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos321","Ambulatory Sentinel Surveillance Network",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","no"
"sos322","European Surveillance Network for Vaccine Preventable Diseases (EUVAC-Net)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-01-01,2011-01-01,FALSE,"yes","no","no","no"
"sos323","GP Sentinel Surveillance of infections Scheme - Wales",TRUE,FALSE,FALSE,FALSE,"current",1985-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos324","Measles and Rubella Laboratory Network",TRUE,FALSE,FALSE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos325","Canadian Measles/Rubella Surveillance System (CMRSS)",TRUE,FALSE,FALSE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos326","Measles and Rubella Surveillance (MARS) pilot",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos327","Canadian Measles/Rubella Surveillance System (CMRSS)",TRUE,FALSE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos328","EpiScanGIS",FALSE,FALSE,TRUE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos329","European Union Invasive Bacteria infections Surveillance Network (EU-IBIS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1999-01-01,2007-01-01,FALSE,"yes","no","no","no"
"sos330","Meningococcal Invasive Disease Augmented Surveillance (MIDAS)",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos331","National Enhanced Invasive Meningococcal Disease (eIMD) Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2006-01-01,2011-01-01,FALSE,"yes","no","no","yes"
"sos332","A Middle East Sub-Regional Laboratory-Based Surveillance Network on MERS-CoV",TRUE,FALSE,TRUE,FALSE,"current",2015-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos333","MERS - Corona Map",FALSE,TRUE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos334","Surveillance during 2014 Hajj",TRUE,FALSE,FALSE,FALSE,"terminated",2014-01-01,2014-01-01,FALSE,"yes","no","no","yes"
"sos335","MRSA bacteraemia Enhanced Surveillance System (MESS)",TRUE,FALSE,FALSE,FALSE,"neia",2004-01-01,NA,FALSE,"yes","no","no","blank"
"sos336","European Invasive Bacterial Diseases Surveillance Network (EU-IBD)",TRUE,FALSE,FALSE,FALSE,"absorbed",1999-01-01,2007-01-01,FALSE,"yes","no","no","no"
"sos337","Animal Movement Project (ANIMO)",TRUE,FALSE,FALSE,FALSE,"current",1991-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos338","Behavioral Risk Factor Surveillance System (BRFSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,2010-01-01,FALSE,"yes","no","no","yes"
"sos339","Biological spatio-temporal outbreak reasoning module (BioStorm)",FALSE,FALSE,TRUE,FALSE,"terminated",2001-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos340","DNA Data Bank of Japan (DDBJ)",TRUE,FALSE,FALSE,FALSE,"current",1984-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos341","Early Detection and Distribution Mapping System (EDDMapS)",FALSE,FALSE,TRUE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos342","European Network for Plant Health information Systems (EUROPHYT: EUROPHYT-CIRCA & EUROPHYT-PHYT)",TRUE,FALSE,FALSE,FALSE,"current",1992-01-01,2015-01-01,TRUE,"no","no","yes","no"
"sos343","FDA Adverse Event Reporting System (FAERS)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos344","Global Disaster Alert and Coordination System (GDACS)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"no","no","no","no"
"sos345","Global Epidemic and Mobility Monitor (GLEAMviz)",FALSE,FALSE,TRUE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos346","Import Alerts Tracking System",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos347","International Nucleotide Sequence Database Collaboration (INSDC)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos348","Lifemapper",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"no","yes","no","blank"
